chromosome,start,end,type,strand,expression,optimality,halflife,length
chrI,113998,114105,CUTs,+,228,,2.2351349923284314,107
chrI,170499,172449,CUTs,+,1640,,46.18538636702161,1950
chrI,184379,184556,CUTs,-,347,,1.580329049309206,177
chrI,199930,200428,CUTs,-,130,,7.27439524617862,498
chrII,59807,59862,CUTs,+,2569,,2.3884318175410115,55
chrII,159863,160310,CUTs,-,546,,2.3774450186417444,447
chrII,255209,255347,CUTs,+,4548,,6.695431657286086,138
chrII,283317,283390,CUTs,-,77,,1.6719074702569106,73
chrII,306987,307108,CUTs,-,77,,4.027243336556977,121
chrII,344601,344666,CUTs,+,168,,3.433642368727658,65
chrII,351877,352054,CUTs,-,76,,6.169887013406079,177
chrII,391950,392528,CUTs,+,1076,,21.606487779961114,578
chrII,406555,406706,CUTs,+,2368,,7.652889603336143,151
chrII,420126,420226,CUTs,+,366,,0.5354776037610292,100
chrII,462116,462174,CUTs,-,151,,0.03710662956136712,58
chrII,559182,559220,CUTs,-,295,,4.860799742484895,38
chrII,634183,634249,CUTs,-,308,,0.5988916738774508,66
chrII,655428,655781,CUTs,+,681,,0.9127749193645558,353
chrII,679530,679634,CUTs,+,478,,3.3503998822013124,104
chrII,682577,682729,CUTs,+,183,,1.0189586033828855,152
chrII,716860,716976,CUTs,+,936,,9.379947952409822,116
chrII,740535,740719,CUTs,-,396,,11.106695591551725,184
chrII,786722,786809,CUTs,+,68,,0.43760690250408163,87
chrIII,27388,27581,CUTs,-,255,,4.7574171884068726,193
chrIII,29908,30405,CUTs,-,864,,0.7453396424975978,497
chrIII,119143,119376,CUTs,-,190,,2.8942351547006635,233
chrIII,155915,156046,CUTs,+,158,,1.0959303694689864,131
chrIII,210339,210746,CUTs,+,514,,0.33215159498878766,407
chrIII,299582,299670,CUTs,+,12,,0.8344955107551701,88
chrIV,89523,89844,CUTs,-,528,,1.501108691326258,321
chrIV,192399,192568,CUTs,+,118,,0.7697487956386102,169
chrIV,220928,221611,CUTs,+,14374,,153.37395203825358,683
chrIV,300160,300612,CUTs,+,571,,5.017863267882398,452
chrIV,340244,340405,CUTs,-,161,,2.5526857587107097,161
chrIV,361797,361892,CUTs,+,448,,4.528693806194619,95
chrIV,366726,366981,CUTs,+,506,,3.4981169759149067,255
chrIV,392132,392447,CUTs,-,187,,11.13017083879458,315
chrIV,423723,424107,CUTs,+,68,,0.14840521857883182,384
chrIV,453827,454068,CUTs,+,175,,7.127116180636909,241
chrIV,520825,520908,CUTs,+,38,,1.9122168644952329,83
chrIV,551505,551558,CUTs,+,126,,2.0582698038657212,53
chrIV,580666,580893,CUTs,-,300,,7.575339985456985,227
chrIV,602927,603250,CUTs,-,480,,15.474758588827973,323
chrIV,709155,709303,CUTs,-,813,,6.431718620988413,148
chrIV,729981,730010,CUTs,-,120,,1.556250606748793,29
chrIV,781234,781355,CUTs,-,67,,2.645632339251082,121
chrIV,805644,806130,CUTs,-,267,,12.039289843498842,486
chrIV,892654,893513,CUTs,-,4708,,9.140101590555133,859
chrIV,954752,954947,CUTs,-,280,,0.15199800433669086,195
chrIV,1012794,1013010,CUTs,-,703,,2.1409576783333715,216
chrIV,1071491,1072065,CUTs,+,2606,,25.85252958527607,574
chrIV,1139756,1140612,CUTs,-,2070,,29.370144206842713,856
chrIV,1189219,1189630,CUTs,+,1061,,9.263976889683645,411
chrIV,1238340,1239405,CUTs,+,1079,,22.368334864921962,1065
chrIV,1270844,1271005,CUTs,+,78,,1.2136542082989314,161
chrIV,1323468,1324429,CUTs,+,1161,,14.531694408536081,961
chrIV,1360948,1362370,CUTs,+,2572,,22.97083004462281,1422
chrIV,1420613,1420851,CUTs,+,409,,0.6416685341276867,238
chrIV,1489088,1489233,CUTs,-,114,,6.150738962487317,145
chrIX,22582,22912,CUTs,+,678,,18.16419506688912,330
chrIX,56430,57102,CUTs,-,435,,3.9868948115198375,672
chrIX,92944,93439,CUTs,-,150,,6.969332289864849,495
chrIX,185943,186176,CUTs,-,394,,10.586761182311546,233
chrIX,200496,200529,CUTs,+,104,,2.706912314624275,33
chrIX,220971,221364,CUTs,+,630,,9.103343920059027,393
chrIX,235780,235948,CUTs,+,165,,0.9504065375311301,168
chrIX,256460,256547,CUTs,+,6829,,152.29438359964706,87
chrIX,263533,265054,CUTs,-,2870,,0.0453638475567395,1521
chrIX,310832,310916,CUTs,+,9,,0.061191836258310706,84
chrIX,343802,343946,CUTs,+,50,,1.1648433073462192,144
chrV,45775,45843,CUTs,-,25,,3.071824757200921,68
chrV,67238,67287,CUTs,+,690,,5.931345614815942,49
chrV,131476,131550,CUTs,+,7,,1.0941068469818742,74
chrV,152173,152662,CUTs,-,140,,2.4854001056679533,489
chrV,208761,209066,CUTs,+,379,,0.6674729343251542,305
chrV,253749,253870,CUTs,-,77,,0.4715683354845217,121
chrV,279882,280873,CUTs,+,6209,,48.342863455602696,991
chrV,332356,332551,CUTs,+,872,,10.839718862858206,195
chrV,366498,367047,CUTs,-,445,,10.548072968949974,549
chrV,409128,409393,CUTs,-,54,,3.8114326682454425,265
chrV,438796,439140,CUTs,-,113,,2.7042923917568666,344
chrV,500393,500530,CUTs,-,47,,2.4273093285607246,137
chrV,549339,549431,CUTs,-,24,,2.260275327586041,92
chrVI,81934,82127,CUTs,-,76,,0.6258146430971407,193
chrVI,222353,222399,CUTs,+,42,,0.9286553068902874,46
chrVI,252046,252401,CUTs,+,141,,7.5459090493961565,355
chrVII,11908,12373,CUTs,-,107,,5.1114121173349485,465
chrVII,95128,95800,CUTs,+,286,,5.89747437122534,672
chrVII,121204,122150,CUTs,+,258,,16.40642908477959,946
chrVII,147836,148622,CUTs,+,69738,,522.3139975756714,786
chrVII,184172,185061,CUTs,+,239,,17.67824044759006,889
chrVII,272394,272501,CUTs,+,248,,0.12622784526812425,107
chrVII,284229,284273,CUTs,+,8,,0.36055247566246684,44
chrVII,318963,319038,CUTs,-,50,,0.8746797387680979,75
chrVII,383424,384299,CUTs,-,687,,1.6589861199183122,875
chrVII,412620,413172,CUTs,-,149,,12.247578774290858,552
chrVII,427236,427734,CUTs,+,7015,,110.46156888243806,498
chrVII,527446,527504,CUTs,+,30,,2.693062691496899,58
chrVII,544654,544805,CUTs,-,45,,3.0853030838391633,151
chrVII,560257,561391,CUTs,-,1845,,66.73979824978124,1134
chrVII,727222,727353,CUTs,-,1944,,17.61281117124171,131
chrVII,741663,741708,CUTs,-,630,,5.03326927755027,45
chrVII,805213,806246,CUTs,+,1875,,14.118974538350239,1033
chrVII,830129,830282,CUTs,-,154,,4.405063708181013,153
chrVII,842898,843022,CUTs,+,338,,6.530223554190698,124
chrVII,879741,879954,CUTs,+,133,,3.427690047759465,213
chrVII,899809,900109,CUTs,+,955,,25.760441445137516,300
chrVII,958825,958993,CUTs,+,142,,1.0749200430566987,168
chrVII,993685,994076,CUTs,-,267,,3.3271505873801432,391
chrVII,1051234,1051318,CUTs,+,179,,0.9652847794114079,84
chrVIII,49929,49974,CUTs,-,115,,1.1240842865360776,45
chrVIII,121693,122043,CUTs,-,647,,20.808879125489717,350
chrVIII,189876,190301,CUTs,-,112,,3.1370664225506086,425
chrVIII,271852,272394,CUTs,-,735,,27.867398760055842,542
chrVIII,335939,336085,CUTs,-,105,,0.3775526302761465,146
chrVIII,368109,368571,CUTs,+,455,,2.8081995171827936,462
chrVIII,497601,497814,CUTs,+,719,,11.345586016852582,213
chrX,74920,75143,CUTs,+,20935,,129.1311438706336,223
chrX,119701,119893,CUTs,+,60,,3.970939099720375,192
chrX,172889,173515,CUTs,+,639,,4.362014016408216,626
chrX,316922,317029,CUTs,-,536,,2.104622513278678,107
chrX,335847,335892,CUTs,+,57,,1.1096026517570987,45
chrX,377987,378091,CUTs,-,21,,1.6802404713021089,104
chrX,402511,402638,CUTs,+,14,,1.7571565248623735,127
chrX,585654,585948,CUTs,+,69,,3.14837295102226,294
chrX,620664,620675,CUTs,-,17,,0.17377124169721828,11
chrX,724558,725347,CUTs,-,329,,14.460943968332344,789
chrXI,109481,109558,CUTs,-,7603,,13.871518094019828,77
chrXI,179310,179631,CUTs,+,105,,8.460174732698102,321
chrXI,231891,232006,CUTs,+,114,,0.3563190985651903,115
chrXI,316478,316807,CUTs,+,2287,,36.67505965807988,329
chrXI,325435,326267,CUTs,-,1476,,34.28961753401923,832
chrXI,462986,463502,CUTs,-,165,,7.893076159510612,516
chrXI,517770,517983,CUTs,+,67,,3.0773382527476634,213
chrXI,580831,580930,CUTs,+,28,,0.30727806114793355,99
chrXI,643001,644399,CUTs,+,560,,2.33696359841697,1398
chrXII,105401,105546,CUTs,+,47,,0.5035881402461644,145
chrXII,161557,161668,CUTs,+,26,,1.2824113428775203,111
chrXII,198593,198614,CUTs,+,5,,0.23104642775198683,21
chrXII,243607,243744,CUTs,+,28,,1.815427932950514,137
chrXII,254885,254934,CUTs,-,668,,7.2972181952004265,49
chrXII,320277,320395,CUTs,-,34,,1.9302648098611148,118
chrXII,347687,348066,CUTs,+,410,,6.080206722112685,379
chrXII,373450,373572,CUTs,-,67,,1.3035149037748042,122
chrXII,398741,399388,CUTs,-,457,,12.945534481054707,647
chrXII,424414,424640,CUTs,-,201,,0.21340649285464908,226
chrXII,445135,445544,CUTs,+,674,,6.819914218904228,409
chrXII,649287,650818,CUTs,-,9820,,137.63449959467897,1531
chrXII,762910,763064,CUTs,+,631,,5.1903812457261616,154
chrXII,822730,823316,CUTs,-,137,,7.308967976330851,586
chrXII,839843,839903,CUTs,-,13,,1.2916754915932833,60
chrXII,963123,963551,CUTs,-,173,,7.2037177586203125,428
chrXIII,23943,26104,CUTs,+,11897,,219.25124003153906,2161
chrXIII,57624,57873,CUTs,+,143,,5.546412405632012,249
chrXIII,131728,131819,CUTs,-,50,,0.36214178179371137,91
chrXIII,158572,158671,CUTs,-,46,,1.3486561079224078,99
chrXIII,216644,216678,CUTs,-,106,,1.0643879565771446,34
chrXIII,233212,233642,CUTs,-,486,,5.352376523448976,430
chrXIII,258334,258675,CUTs,+,313,,9.980291617597427,341
chrXIII,286561,286746,CUTs,+,126,,10.22995732660739,185
chrXIII,305721,305904,CUTs,-,119,,2.774006833636112,183
chrXIII,352413,353022,CUTs,-,723,,10.562961295433027,609
chrXIII,378652,378783,CUTs,-,651,,5.621933154467717,131
chrXIII,422361,423428,CUTs,+,1588,,20.12417952565464,1067
chrXIII,513683,513943,CUTs,-,1569,,36.32387771165589,260
chrXIII,623423,625412,CUTs,+,2643,,16.770219827381226,1989
chrXIII,664131,664261,CUTs,-,251,,2.0475338056856356,130
chrXIII,720914,722632,CUTs,+,8999,,128.69180816912404,1718
chrXIII,759641,760150,CUTs,-,3190,,4.885845588563244,509
chrXIII,809103,809565,CUTs,+,448,,2.5923091072075124,462
chrXIII,851887,852518,CUTs,+,229,,7.8778526842237815,631
chrXIII,906255,906862,CUTs,+,268,,4.457552234865199,607
chrXIV,15639,15697,CUTs,-,6,,1.124724466947471,58
chrXIV,64613,64814,CUTs,-,66,,3.877619808258304,201
chrXIV,109122,109403,CUTs,+,900,,19.364206536682666,281
chrXIV,229905,230026,CUTs,+,117,,4.892705216203044,121
chrXIV,296113,296239,CUTs,+,314,,0.9812574924841173,126
chrXIV,342715,343055,CUTs,-,1299,,1.8864130755298305,340
chrXIV,424879,425059,CUTs,+,1428,,23.583638566254336,180
chrXIV,533938,534091,CUTs,+,86,,1.1522269510409824,153
chrXIV,547340,549365,CUTs,-,1466,,36.467198323342345,2025
chrXIV,576726,576773,CUTs,-,4708,,45.994761114380665,47
chrXIV,614144,614171,CUTs,-,492,,3.589692114738051,27
chrXIV,626048,626385,CUTs,+,863,,2.139022951338525,337
chrXIV,663293,663662,CUTs,-,877,,5.834502331310318,369
chrXIV,695415,695462,CUTs,+,7,,0.17231021516236633,47
chrXIV,716433,716706,CUTs,+,778,,6.045423710982154,273
chrXIV,771479,772405,CUTs,-,433,,37.15919100632179,926
chrXV,22514,22567,CUTs,+,22,,0.39220005257326607,53
chrXV,61854,62065,CUTs,+,264,,9.137753416857452,211
chrXV,110989,111036,CUTs,+,18,,1.2797211339629682,47
chrXV,143738,144178,CUTs,+,285,,4.874816266104305,440
chrXV,161182,161317,CUTs,+,308,,4.60136174585832,135
chrXV,196103,196220,CUTs,-,118,,1.5352366772364274,117
chrXV,206200,206253,CUTs,+,188,,3.412330405499439,53
chrXV,207409,207514,CUTs,+,171,,1.0154236913729087,105
chrXV,226981,227365,CUTs,-,57,,6.592047731797235,384
chrXV,251406,251759,CUTs,+,982,,2.7883771874519248,353
chrXV,324643,325092,CUTs,-,390,,9.428801961927146,449
chrXV,342468,342635,CUTs,-,539,,9.606720051853369,167
chrXV,430525,430589,CUTs,+,199,,1.814784114972328,64
chrXV,517112,517457,CUTs,+,118,,6.003500833734949,345
chrXV,536674,536729,CUTs,-,111,,0.42312958524109157,55
chrXV,577317,577405,CUTs,-,1516,,5.329368144613735,88
chrXV,580168,580233,CUTs,+,587,,8.043240490703838,65
chrXV,632566,632869,CUTs,-,645,,15.654969431125236,303
chrXV,667710,667802,CUTs,+,32,,1.7632996402069354,92
chrXV,675900,675915,CUTs,+,35,,0.7259318769747533,15
chrXV,757652,758061,CUTs,-,481,,9.397187023894242,409
chrXV,775081,775469,CUTs,-,1388,,1.554200924387839,388
chrXV,867643,867945,CUTs,-,17265,,113.17701436107504,302
chrXV,900257,900648,CUTs,+,23696,,23.150035294751817,391
chrXV,913933,914046,CUTs,+,282,,0.3048262867714102,113
chrXV,967242,967836,CUTs,+,1148,,24.01191246559612,594
chrXV,1008859,1008943,CUTs,-,362,,11.130870618252185,84
chrXV,1037632,1039429,CUTs,-,1618,,35.215866544913126,1797
chrXV,1059394,1059953,CUTs,-,315,,3.5579971200991474,559
chrXVI,36964,37781,CUTs,-,834,,8.976559910225072,817
chrXVI,74098,74441,CUTs,+,491,,13.73084909070425,343
chrXVI,156669,156838,CUTs,+,107,,1.607972969087557,169
chrXVI,182953,183178,CUTs,+,110,,3.2083554277198014,225
chrXVI,193373,193509,CUTs,-,24,,1.0282246854308927,136
chrXVI,250425,250706,CUTs,+,160,,1.7903188076050647,281
chrXVI,283270,285733,CUTs,+,2739,,80.58841337048425,2463
chrXVI,338983,338995,CUTs,-,8,,0.18819316675636827,12
chrXVI,373081,373434,CUTs,-,159,,2.137420676247179,353
chrXVI,482269,482742,CUTs,+,284,,13.187041381371806,473
chrXVI,527388,528846,CUTs,-,1464,,15.109643684365018,1458
chrXVI,654989,655118,CUTs,+,105,,1.0922573503976358,129
chrXVI,695318,695705,CUTs,+,201,,6.713058518120063,387
chrXVI,821450,821739,CUTs,-,264,,2.682581508788027,289
chrXVI,875727,876184,CUTs,-,5813,,90.3989389289423,457
chrXVI,900894,901548,CUTs,-,2525,,21.985373739076916,654
chrI,92583,94329,NUTs,-,1303,,18.259188988468374,1746
chrI,154024,154777,NUTs,+,3946,,27.742497862085372,753
chrII,151320,153709,NUTs,+,2676,,39.79342745151951,2389
chrII,438476,441311,NUTs,-,2801,,132.50906435287436,2835
chrII,573901,576118,NUTs,+,5460,,98.6104233475194,2217
chrII,593197,595546,NUTs,+,842,,16.79811239598989,2349
chrII,742785,743790,NUTs,+,576,,11.0242654075407,1005
chrIII,11516,12255,NUTs,+,39,,4.150082669469871,739
chrIII,172783,173532,NUTs,+,3647,,79.20649811060984,749
chrIV,63467,64964,NUTs,+,979,,17.782157400019138,1497
chrIV,267657,269567,NUTs,-,1570,,54.48957025114161,1910
chrIV,422586,423614,NUTs,+,1560,,96.01749016756139,1028
chrIV,544786,545818,NUTs,+,548,,16.883118695996004,1032
chrIV,789279,790168,NUTs,-,1493,,69.42238729414498,889
chrIV,1022591,1023159,NUTs,+,117,,20.55372925373333,568
chrIV,1159556,1161399,NUTs,+,127,,15.118925811091597,1843
chrIV,1292428,1294291,NUTs,+,2875,,40.25197152586252,1863
chrIV,1454911,1455847,NUTs,+,907,,34.741410080297314,936
chrIX,14339,16451,NUTs,-,80,,36.91740255401309,2112
chrIX,276494,278406,NUTs,-,8404,,55.34683699479216,1912
chrV,39872,42059,NUTs,+,7955,,51.21872558678703,2187
chrV,111405,115917,NUTs,-,8873,,195.20096771621294,4512
chrV,313980,316638,NUTs,+,2198,,58.68778468651169,2658
chrV,498387,500340,NUTs,+,2332,,24.097823217328838,1953
chrV,560639,562622,NUTs,+,2553,,73.80536684694778,1983
chrVI,69021,74671,NUTs,+,6337,,11.825586806858396,5650
chrVI,118784,119353,NUTs,+,125,,13.20646854855452,569
chrVI,205616,207092,NUTs,+,706,,9.06607451983048,1476
chrVII,7373,8113,NUTs,-,79,,6.7703961496953715,740
chrVII,30306,31834,NUTs,+,336,,20.435419281012116,1528
chrVII,79083,79852,NUTs,+,1332,,2.676654238389089,769
chrVII,382102,383414,NUTs,+,852,,22.84227463350302,1312
chrVII,402120,404637,NUTs,-,1837,,65.42986545772919,2517
chrVII,459697,461444,NUTs,-,1546,,9.644605075102948,1747
chrVII,490744,492291,NUTs,+,1302,,23.696285937836265,1547
chrVII,511048,513043,NUTs,-,2057,,5.355326440835917,1995
chrVII,653531,654237,NUTs,-,275,,14.274259839097752,706
chrVII,834924,836127,NUTs,+,1142,,24.189795299748845,1203
chrVII,913454,915132,NUTs,+,4230,,95.30472671639683,1678
chrVII,1016936,1017875,NUTs,+,1145,,21.218562689259386,939
chrVIII,64442,66013,NUTs,+,2752,,1.769881352223038,1571
chrVIII,168752,170428,NUTs,+,3534,,54.33416717076034,1676
chrVIII,289790,290909,NUTs,+,650,,35.895825400975525,1119
chrVIII,437229,439124,NUTs,+,1827,,69.97333145771223,1895
chrVIII,501321,504220,NUTs,-,1303,,47.04271412097387,2899
chrVIII,532509,533548,NUTs,-,33,,6.4136368768220455,1039
chrX,82120,83056,NUTs,+,683,,20.47285795766205,936
chrX,152371,153119,NUTs,+,830,,3.5034667892702824,748
chrX,299152,300633,NUTs,+,1877,,24.805355925873563,1481
chrX,380272,380973,NUTs,+,582,,19.373172896644213,701
chrX,468571,469341,NUTs,+,911,,33.03673269762535,770
chrX,620722,622481,NUTs,-,3533,,56.784232833126524,1759
chrXI,45055,46560,NUTs,+,7246,,84.86009959046504,1505
chrXI,136944,137913,NUTs,+,533,,43.17173195969305,969
chrXI,191677,192678,NUTs,+,600,,9.885114704156612,1001
chrXI,342862,346714,NUTs,+,2902,,40.102135390089,3852
chrXI,448961,450547,NUTs,+,925,,15.73977855616682,1586
chrXI,608781,611259,NUTs,-,2987,,28.76257767047604,2478
chrXII,212240,214785,NUTs,+,1701,,20.103641757458128,2545
chrXII,373359,374030,NUTs,+,370,,0.5056544121121398,671
chrXII,543922,545819,NUTs,-,3965,,79.15837198775392,1897
chrXII,645292,645820,NUTs,+,299,,2.9688294004243083,528
chrXII,713434,714922,NUTs,+,1243,,60.298485261859305,1488
chrXII,877652,878188,NUTs,+,212,,0.7925375774019683,536
chrXII,937354,941039,NUTs,-,8322,,30.45985006563751,3685
chrXII,971891,973359,NUTs,+,743,,19.168518598436787,1468
chrXIII,87057,88451,NUTs,+,2907,,16.136919313397765,1394
chrXIII,207090,208941,NUTs,+,4008,,85.47427196956166,1851
chrXIII,307754,308908,NUTs,-,396,,34.75789213873761,1154
chrXIII,378638,379225,NUTs,+,2935,,14.167471863188606,587
chrXIII,445500,448203,NUTs,+,7425,,109.63630857238333,2703
chrXIII,509651,510417,NUTs,+,1723,,28.802798949727627,766
chrXIII,599285,601011,NUTs,+,990,,6.437375291147298,1726
chrXIII,666006,666983,NUTs,+,929,,22.18287288308106,977
chrXIII,896947,897546,NUTs,+,2010,,16.0467054356083,599
chrXIV,80486,82623,NUTs,-,2039,,29.338040497070033,2137
chrXIV,160633,164231,NUTs,+,4871,,103.35670813774163,3598
chrXIV,237849,240076,NUTs,-,1426,,4.1349438934770895,2227
chrXIV,308959,310164,NUTs,+,3280,,25.163276566971355,1205
chrXIV,350035,350834,NUTs,+,884,,29.999444759410434,799
chrXIV,471434,473146,NUTs,-,1332,,71.07944667756735,1712
chrXIV,663774,665034,NUTs,-,4409,,59.38131496833414,1260
chrXIV,779297,779723,NUTs,-,190,,5.1227157554661495,426
chrXV,78270,79581,NUTs,+,789,,37.764857778187775,1311
chrXV,89873,91502,NUTs,+,2508,,0.5023403376874853,1629
chrXV,153821,154634,NUTs,+,2331,,29.89668842118119,813
chrXV,249859,251014,NUTs,-,1182,,5.196279828596628,1155
chrXV,483189,486857,NUTs,+,16103,,117.61303391319281,3668
chrXV,548795,550330,NUTs,+,2179,,25.20889223469931,1535
chrXV,566697,569505,NUTs,+,1770,,36.3628209145236,2808
chrXV,611543,611899,NUTs,+,77,,3.574419220063713,356
chrXV,683670,685537,NUTs,-,9647,,95.53653599696396,1867
chrXV,868297,874095,NUTs,-,6486,,154.3245045009055,5798
chrXV,968703,970317,NUTs,+,1756,,28.634666999382446,1614
chrXV,1078540,1079268,NUTs,+,43,,5.6429530904347285,728
chrXVI,21926,22736,NUTs,-,290,,26.67307617040378,810
chrXVI,101506,102993,NUTs,+,1134,,43.72917419057565,1487
chrXVI,239377,241740,NUTs,+,1773,,66.43757455544484,2363
chrXVI,267723,271011,NUTs,-,3483,,60.2588259903977,3288
chrXVI,308567,309767,NUTs,+,3762,,2.2565979617775582,1200
chrXVI,373570,375269,NUTs,-,1127,,41.028310453843105,1699
chrXVI,467309,468131,NUTs,-,998,,31.63438741688954,822
chrXVI,558230,560194,NUTs,-,1102,,42.783041976625356,1964
chrXVI,728959,729754,NUTs,+,1309,,26.485157221054962,795
chrXVI,826797,828134,NUTs,+,5123,,104.01421109826785,1337
chrXVI,866666,868263,NUTs,+,1645,,34.0068723635246,1597
chrI,9367,9600,SUTs,+,92,,3.6784290456474364,233
chrII,45287,45464,SUTs,-,66,,4.15412597144613,177
chrII,196307,196732,SUTs,+,136,,7.323630210021891,425
chrII,246809,248558,SUTs,-,1619,,8.337164164820832,1749
chrII,276759,278926,SUTs,+,1182,,36.70304431214845,2167
chrII,553477,556324,SUTs,+,2934,,7.516969068166635,2847
chrII,602336,602377,SUTs,-,13,,0.21360915529576374,41
chrIII,115358,117288,SUTs,-,919,,39.81556086373865,1930
chrIII,202701,204446,SUTs,+,2290,,65.00118426582202,1745
chrIII,225193,227890,SUTs,-,3639,,4.861052023340939,2697
chrIII,298644,299581,SUTs,+,225,,16.634299979313468,937
chrIV,330599,330992,SUTs,+,226,,13.122438107127108,393
chrIV,433311,434089,SUTs,-,1040,,26.021284513782852,778
chrIV,722294,726503,SUTs,+,11763,,282.423276980321,4209
chrIV,924284,924541,SUTs,-,256,,4.192777786015329,257
chrIV,968032,969767,SUTs,+,1427,,1.7302972030673303,1735
chrIV,1174579,1174823,SUTs,-,224,,3.8615724280925785,244
